id,rating,review_content,likes,game_name,label
29358,2.0,啊啊啊啊啊杀熟好严重好严重，已经没有玩下去的动力了，几乎每次小保底都歪还吃满抽数，之前新手的时候不是这样的，改版深眠也很恶心，数值膨胀好厉害，光靠美术和剧情撑下去了,4,重返未来1999,1
29510,2.0,本人作为开服老玩家玩到目前为止觉得[NUM]能打的只有美术和音乐了，剧情运营数值越来越烂，福利真的少，作为一个二游，[NUM]真的除了美术其他的和别的二游毫无竞争力。官方的态度也一直是个问题。还有一些割韭菜行为（这里就不多说了）。[NUM]现在角色一个比一个离谱，可能上一个刚出的角色下个版本就不行了，老角色就更别说了，作为零氪或者是微氪面对[NUM]目前的数值基本打不了（等于说他出什么角色你就必须抽哪个角色，不然根本别想玩，送的又少，需要的又多，都不知道怎么办了）。本人是很喜欢[NUM]的，也真心希望[NUM]可以越来越好，但是如果这样下去真的很难坚持了，很难不退游。,3,重返未来1999,1
29712,1.0,策划有时候真的很迷。[EMOJI] [EMOJI] 新出的活动，难度设置得超高，普通玩家根本打不过，这不是把大部分人拒之门外吗？ 烦[EMOJI][EMOJI]了 还有那些奖励少得可怜 感觉完全就是在蓄意浪费玩家的时间，根本就没把玩家的游戏体验当回事。[EMOJI][EMOJI],4,重返未来1999,1
29165,1.0,评论改了，退坑了。社区节奏太多像测，男角色太少，强度差强人意。这么设计阿莱夫真是蚌埠住了。开服玩家，[NUM]级，月卡没断过，现在是真失望了。,25,重返未来1999,1
29791,2.0,过年就五百雨滴 哈哈哈哈哈哈 越来越一坨 分割线 幽默游戏 不充钱只能歪是吗？深蓝你吃相越来越难看。 分割线 多增加点雨滴产出途径吧。虽然抽卡是自己选择的 但是一下五个卡池我真的惊了。好好做内容，这么好的游戏，不想它烂了。男角色适当搞一个吧，立绘用点心吧，数值膨胀慢一点吧。[EMOJI][EMOJI] 分割线 你这b游戏 吃保底还能歪 吐 分割线 你这翻覆之舟能不能让大家轻松一点拿满[NUM]w分 分割线 唉 为什么越玩越累呢 分割线 这次的面具之下和白帆见闻录打得好累，那么多版本第一次成就没在活动结束前拿满。 分割线 [NUM]。[NUM]个人感觉最无语的就是山麓的回音，唉。 这个版本坐牢感瞬间拉满，有点疲劳了，感觉强行拉长在线时间，慢慢磨灭兴趣。,28,重返未来1999,1
29922,3.0,挺不错的游戏 除了玩法挑不出啥毛病 然后我就想问一下 连续[NUM]个版本都不出男角色了怎么不把男角色都删了 不是深蓝？我玩[NUM]这么久了第一次见新角色t[NUM]强度更何况她还是个限定[EMOJI][EMOJI][NUM]塑才达到了限定该有的强度 我寻思着水星事件才过去五个版本吧又开始忘本搞机制拆分了[EMOJI][EMOJI],8,重返未来1999,1
29881,3.0,数值膨胀杀熟的纯卖卡游戏 修改：其实我玩[NUM]的时间也不长，说是说深蓝缺点明显但是[NUM]的剧情和画面以及英配我个人都觉得是极棒的，抛开高难的雨中悬想，能拿抽数的活动有门槛但绝对不是又肝又极难（虽然本身深蓝给的抽数就少），版本剧情和深眠不是一定需要后期膨胀的卡才一定能打过的。希望深蓝多多补全队伍体系让老角色狂想也有进体系的机会，不要把关卡和特定角色绑定。还是希望[NUM]能越做越好的，希望深蓝能够真正看到玩家的心意,13,重返未来1999,1
29618,1.0,ms海是人打的。[EMOJI],4,重返未来1999,1
29152,1.0,你游和赛博爱女[NUM],14,重返未来1999,1
29983,3.0,不推荐，依托。 。。 推荐！想不保底撞大运的还是不推荐！[EMOJI][EMOJI] 。。 好的呢！ 。。 好个锤子，给朕通通开除[EMOJI][EMOJI],18,重返未来1999,1
29801,4.0,首先开服玩家吧，但是玩的b服当时官服忘记了b服预约直接下了 可玩性不能说[NUM]吧，刚开始懂了之后全靠刷就行，游戏卡池爆率没那么差，可能看个人吧，这种抽卡游戏我一般玩的时间不长，[NUM]算最长的，主要是美术风格吸引人，以及剧情很好，虽然现在比较忙很久没看剧情了，人物塑造也还好，但是对于一些冷门一点的角色不是很友好，以及后期角色出的强度很高对开服的角色很不友好，当然也可以说是情理之中，现在也在调整但是老角色的确比不上新角色。 零氪党以及游戏游玩时间不长，二百来天，问就是没时间，从开服的体力值改变到现在也还好，不过体力值还是可以继续提升的，像我这种的直接每天上线刷刷材料升级完成任务就直接下线了，出剧情打打剧情就过去了，以及别出那种看起来很高大上的小智商游戏了，不看攻略自己摸索不出来，对新手和老手都不好，都没看懂，还玩 美术和配音这方面没话说，官方卖cp可以因为我吃百合cp[EMOJI] [...,4,重返未来1999,1
29773,4.0,一次评价：[NUM]。[NUM]。[NUM]【对重开小号进行整体评价，包含音乐美工等，历史评价[NUM][EMOJI][EMOJI] 图p[NUM] [NUM]】 二次评价：[NUM]。[NUM]。[NUM]【对[NUM]年[NUM]月[NUM]接近开服大号游戏体验评价，不包含音乐美工等现评价[NUM]。[NUM][EMOJI][EMOJI]—[NUM][EMOJI][EMOJI]图片p[NUM]】 [EMOJI][EMOJI]以下为一次评价，观看二次评价可跳到下一个红圈开头 叙述方面将从以下方面展开： 音乐，剧情，养成，立绘建模，新手友好度，可玩性，抽卡体验 最后会有跟我一样，在这个时期入坑的新手建议 [EMOJI][EMOJI]前情紧要： 我这个号是新手入坑，目前是一个这样的进度，玩的第一天躺在床上打了六个小时，目前共计抽了[NUM]抽左右，四个六星【包括送的一个】 我大概从一些简单的...,16,重返未来1999,1
29605,2.0,叠甲：我是一个开服 [NUM] 级老登，氪金 [NUM]+ 贴吧老哥所言非虚， 钱都冲给迷思海的怪物去了。 我上辈子一定是造了什么孽， 才要玩你游当一根小九菜[EMOJI][EMOJI] 开服就歪四只星锑，限定池更是连歪 [NUM] 次 角色现在小作文也就罢了， 打活动警铃鸣想时，你一个 BOSS 机制搞个五六百字，再加上两三百的场地 buff 字数 咱就是说，背课文都不带这么头疼的。 深蓝，我求求求求求你[EMOJI] [EMOJI] 周边品控能不能上点心，线上割玩线下割？ 五星专武心相能不能陆续放到常驻商店？ 角色出的这么猛，养成能不能别卡那么死？ NND 现在狂想又吃大量养成材料？ 机制能不能不要拆分那么狠？ 迷思海能不能给个好友助战位？ 活动能不能不要整的那么阴间？ 剧情里的傻叉将军能不能不要洗白？ 看板娘 [NUM] 能不能多来点儿剧情或者皮肤？ 除迷思海外狂想材料能不能给多点？...,26,重返未来1999,1
29949,4.0,仅个人观点，你杠你对 （不是专业打游戏的，也很少看wb讨论之类的，微氪，氪金只为买皮肤） 上架之前就注意到[NUM]了，看到pv和美工配音被吸引，但是因为七七八八的事情[NUM]年七月份才开始玩，除去[NUM]。[NUM]，后面的活动基本没有缺席 很喜欢[NUM]的主线和角色，美工不必说，我觉得算是我玩过的游戏中顶尖的一批，配音也很合我胃口，过剧情像在看电影 现在也从萌新蜕变到[NUM]级了，练度上来之后，每期活动肝完就直接长草，虽然能在此期间攒资源但是真的有点无聊，当副游比较好 [EMOJI][EMOJI]抽卡体验： 伽菈波那那期专门为叔攒着七十抽，结果保底歪了槲寄生。。歪过三次以上，但不知道为什么最近几期最多二十抽就抽到新角色了，突然就欧起来了。总体我觉得可以，本来也挺非的，如果我一次都没歪过那才不太正常 [EMOJI][EMOJI]运营服务： 管管运营，救救[NUM]宝 其实刚开始对...,40,重返未来1999,1
29520,4.0,吐槽：[NUM]全肝完以后能肝的地方是真的没了 [NUM]小活动的话尽量还是出的稍微精简一点吧好吗，那个新巴别塔魔精工司就别再喂我们吃了，同样绕不开魔精的还有你那斗兽棋，和给地球仪的，要不是为了成就头像皮肤谁会打这些东西 [NUM]迷思海，[NUM]m那[NUM]雨滴你让谁去捡？萌新吗？还是氪佬？ [NUM]快给我更新主线 [NUM]把UTTU市场给还给我 [NUM]黄昏音序没了？奖励你搞多一点给他设置个几十个阶段奖励不行吗？起码有的肝啊 [NUM]第三扇门好久没更了麻烦你也快点更行不，等up主出攻略，又是一笔小财富和小材料，第四扇门快来好吗 [NUM]一律的躁动那些个奖励给我搞多一点我算求你了，密码的，身为一个双月卡党一个版本两个角色还是可以做到的，但你游每次一出了新角色你养成怎么办？共鸣没有一律的躁动根本升不上去，而且还没地方刷 [NUM]荒原给我更新，跨大规模至少翻倍，奶奶个腿的你知...,39,重返未来1999,1
29214,4.0,叠甲：本人开服[NUM]级老玩家，每天上线，[NUM]的多数节奏也基本了解，以下都是个人观点 如果对国内二游玩的比较多的人，应该知道[NUM]年被称之为二游大逃杀之年，主要原因就是在那一年中出的大多数二游在现在已经关服的关服，就算不关服也凉的差不多，典型例子就是环行旅社和斯露德，而[NUM]够在这么多的二游中脱颖而出，自然有其可取之处，美术和画面就不多说了，顶中顶，相信大多数入坑的玩家也是冲着其美术来的，主要还是说一下[NUM]目前存在的一些问题 [NUM]。剧情 [NUM]的剧情在二游界内基本可以算得上游的那一块，无论是开服的四部曲，亦或是孤独之歌的结局，可以说在这么多我玩过的二游之中也能算作印象深刻，虽然在[NUM]。[NUM]版本的时候崩了一次，但[NUM]。[NUM]跟[NUM]。[NUM]两个版本的剧情让我相信[NUM]的主线绝不可能出问题，当然，打脸来的如此之快，[NUM]。[...,69,重返未来1999,1
36945,5.0,[EMOJI][EMOJI]运营服务： 优秀，一直在更 [EMOJI][EMOJI]画面音乐： 好 [EMOJI][EMOJI]可玩性： 那可太可玩了 总结： 好玩 弊端： 新手上手滩。 字体较小，累眼睛,1,泰拉瑞亚,6
36846,5.0,这什么服务器这是,3,泰拉瑞亚,6
29809,5.0,西餐厅端上了一盘中式菜，但是不难吃，而且相当精美，这个游戏后面，角色塑造肯定有个高人，虽然说零氪，每个版本抽出新角色有点困难，但是随缘总能隔三差五搞两个，日常五分钟就能做完，喜欢坐牢的可以去打活动，高难度本有的折磨的，不过作为随缘党，高难度本一概不碰，现在用的一年前的原始人追击国家队，每个版本[NUM]%的资源和成就都能拿到，还挺保值的，如果你有强迫症和收集癖，还不想氪金，那肯定要喷这个游戏，如果单纯想换个口味，看看人物和剧情，其实很轻松，建议入坑,5,重返未来1999,1
29735,1.0,除了剧情和美术其他都是一坨大便。,4,重返未来1999,1
29639,2.0,[NUM]的体验直接给我扣四星，因为情怀在一星 总体而言，这游戏如果你想长期玩的话，还是放弃吧 作为登录你[NUM]有一年多的老鼠，游戏画面还有音乐这块还是没得喷的，确实挺好。从[NUM]。[NUM]开始[NUM]的美工就震撼了我，再加上当时[NUM]。[NUM]的剧情，虽然不算太好，但我觉得，这款游戏还是非常有前景的。但是游戏玩法的局限性还是很大的，回合制卡牌已经注定了这游戏不会有太好的玩法体验，如今，[NUM]走到这个位置，大部分还是靠他的剧情跟美工，虽然玩法上也看出了[NUM]确实在努力创新，但近几个版本划水的现象越来越严重 作为零氪党，我觉得我的运气还是一直挺不错的，但这次春节档我[NUM]抽抽梁月歪了一次，后面靠保底才出，一开始第一发十连抽到六星，我还是挺高兴的，即使歪了，到后来越抽越不对劲，我心都开始凉了。我****深蓝，当时曲娘露西娜娜时都没那么憋屈过，这还不止一次，这次北方...,9,重返未来1999,1
29717,3.0,谁敢闻你的迷思海，新年福利抠搜死了，大年初一一点福利都没有。真的全靠剧情和美工顶着。。,3,重返未来1999,1
29233,5.0,别的不说，冲官方不躺尸这点就值得玩。 从开服第一天玩到现在，对比了很多二游，[NUM]是唯一一个直到现在还在认真听取玩家意见的游戏（当然也可能是我玩的游戏不够多，至少我是这么认为的）。 [EMOJI] [EMOJI] 立绘建模： 绝美，美得我找不出合适的形容词去描述，立绘卡面都很不错。 [EMOJI][EMOJI]抽卡体验： 一般，不保底也不欧，能玩 [EMOJI] [EMOJI] 建议： 别整新深渊了，新出的舟就已经够练度不够高的老玩家和中登喝一壶的了，与其整这些硬抬新up的机制关卡不如改改皮肤槽点，没事多逛逛评论区整理一下玩家意见会好很多。 [EMOJI][EMOJI]顺带提一嘴，空闲时间学生党可以戴耳机听[NUM]的剧情，全英配能练听力和发音，效果很不错（我以前就这么干）。,13,重返未来1999,1
29436,5.0,先说结论：我喜欢这个游戏 说实话上大学之后几乎世面上的所有二游都玩下来了，没有玩得很长久的，只有重返我坚持玩了一年多，从开服一直玩到现在，哪怕中间换了回手机，我也把之前玩那个号找了回来。 关于重返的游戏机制我不是很在意，因为本人很佛，遇见自己喜欢的角色就抽，打不过去就不打，一切都是为了乐趣。 当时出皮克勒斯这个六星角色的时候，网上不少人都在骂，我却觉得这个游戏我跟对了。 重返在审美真的很先进和前卫，在这一方面相当有自己的风格。 到后来出孤独之歌这个伟大的章节的时候，我真的，发自内心的感觉这么伟大的文案，三线并齐的故事叙事结构在一个二游当中相当相当的了不起。 它的思想内核也是相当了不起的，并且在《再见，来亚什基》里展现出了非常高的人文关怀（取材自苏联的一个小镇的故事）。每次活动也在认真的参考名著或者是时代背景。 就一个剧情党而言，每次活动享受重返带来的文案和剧情，顺便寻找一下每个角色的出处和...,7,重返未来1999,1
29083,2.0,不适合新手玩，游戏体验全在[NUM]。[NUM]之前那一批。,8,重返未来1999,1
29869,5.0,真的非常喜欢这一部游戏！ 当时画风让我垂直入坑，真的美工天花板，每一个角色都很惊艳！ 剧情也都写得很打动人心，每个版本剧情都是顺水推舟，很流畅。它里面的刀不是很突然的，而是等到一切发生，你才会发现，原来那么多皆是伏笔。剧情深度挖掘得也很到位，想入坑或品剧情的推荐你们去搜[NUM]。[NUM]版本（再见！来亚什基）的一些剧情深度评析，这个版本真的特别能打动我，连一位位npc都不是僵硬的纸片人，而是被融入了许许多多真情，仿佛一个个真实存在的人。这是我最喜欢的一个版本，这是理想主义和现实主义的交融，现实中难以彻底实现的共产主义在剧情真流露得淋漓尽致，构造出一个几近完美的乌托邦。真的强推！！最初的现实主义最终为了理想主义献身，真的特别好哭！但是剧情中流露的又是星星点点的暖意。谁懂这个苏联版本的杀伤力！图片发在下面，纯路人npc的五官可能不会特别细致的刻画，但是在剧情中就连这样没脸的npc也有许许多...,10,重返未来1999,1
29109,1.0,（挂个个人游戏账号免得有人说我没玩过这游戏） 真心不建议各位在这个游戏上浪费时间，搜剧情看看就行了 搞塑造拆解，数值膨胀，各种大大小小的问题不是一天两天了，环状水星被拆成可莉[NUM]万评论都没冲下来给糊弄过去，空降限定天使娜娜空有强度其余都不让玩家满意（J最没意见的一集），[NUM]导演幽默强度置之不理，新年梁月继续拆解也没起什么大节奏，到阿莱夫又在搞拆解，万幸因为稀有还起了点节奏，但那么多次已经冷处理习惯了，小公司不会改变的，所有节奏基本上都没有处理过，金伯利就是金伯利，再洗也还是金伯利,19,重返未来1999,1
29236,2.0,现在有没有增加竞技场或者pk功能啊？还是单机骗钱设置吗？,6,重返未来1999,1
29161,2.0,妈耶，看看自己一年前护着深蓝的评论我自己都恶心，改了，顺便退个坑，阿莱夫多好的人设，怎么可以这样对待他，男角色厨子的命不是命吗？鬃毛沙砾四塑加狂想，本以为可以让他在队伍里大展身手，结果只能在毒队和仪式队当边缘角色，爱兹拉和j俩都歪了，甚至兔毛也没有，这次阿莱夫也是那么多抽影都没见着，真没钱氪个大保底出来，眼不见心不烦。,11,重返未来1999,1
29911,5.0,此女是原，崩等等的退坑玩家，但[NUM]是没退的。相比其他二游感觉[NUM]抽卡更友好，资源也是而且更易上手[EMOJI][EMOJI]剧情美工之类的更不必说，吹爆！（虽然有时候也会恶心人。。）but此人正是刚刚把每个角色的皮肤浏览了一遍后决定来评价，相比其他游戏[NUM]绝对是对零氪党更友好的，[NUM]星皮大多精美且由活动获得。 且对于我这种剧情党兼收集癖真的太幸福啦[EMOJI][EMOJI] 玩[NUM]当幸福女人你也来试试吧～～,3,重返未来1999,1
36804,5.0,可以，劝大家不要去提前联机，想着搞几件高级装备，那样就没意思了，好玩,2,泰拉瑞亚,6
29348,4.0,[NUM]/[NUM]/[NUM] 为了抽孙晔老师配音的角色短暂回坑。 忧郁的热带那章不评价了，很多槽点。 最新的这一章评价如下： 其实整体看下来还行，但是中间很多的很拗口的文字内容看着真的很催眠，我希望编剧以后干这种致敬的事情能不能隐晦一点。我看了三节就开始打瞌睡，然后切了中配清醒了一会儿，又过了几节又开始打瞌睡，差不多到十几节的时候我才沉浸进去，真的太多不利于直接阅读的语句了，倒是有可能比较适合做阅读理解。我给[NUM]。[NUM]/[NUM]的分数，[NUM]。[NUM]感觉低了，[NUM]分对不起我前面打的瞌睡。 以及我觉得这章内容确实更适合当活动剧情，主线再进行回忆一下前情就可以了，因为其实没怎么推动主线进展，只是在塑造版本的这两个角色而已。 中配虚构集和阿莱夫都配得很好，夸！ —— 以下是之前的评价： —— 还是可以的，不过[NUM]。[NUM]剧情bug有点多。以及感觉每次出...,9,重返未来1999,1
29349,5.0,塔罗系列审判牌不是这位我做鬼也不会放过你的,11,重返未来1999,1
29027,1.0,倍率下调，真有你的，圈够钱忘本了吧， 有没有像重复未来里面设计的那个掷骰子的小游戏，推荐一下,4,重返未来1999,1
29061,4.0,[EMOJI][EMOJI]运营服务： 现在入坑都还不错，每更有个版本就送 [NUM] 连但要签到，新春福利也是不错的对萌新很友好的 签到 [NUM] 天送随机 [NUM] 星，但对后期是真没啥用歪都歪完了[EMOJI][EMOJI]（一般出的都是常驻） 游戏也有圈钱的情况，每款皮肤做工还是挺精细 毕竟重返的美术是唯一可以吹的 [EMOJI] [EMOJI] 剧情丰富度： 剧情一直都是重返做得比较好的地方，每个人物都有自己的故事，个人形象立体，即使主线剧情较少也在轶事里有个人剧情， 整体人物对话为主体，场景转换和配音做得挺好，美图可以直接从游戏中下载，剧情可以重复观看 但这次的新春活动的剧情真的有点敷衍剧情一坨，下一个 [NUM]。[NUM] 版本感觉还是可以期待一下的 [EMOJI][EMOJI]抽卡体验： 现在我是 [NUM] 级零氪玩家，[NUM] 个金 前期萌新雨滴是很好肝的，过主...,15,重返未来1999,1
29655,1.0,不是，这两版本也太离谱了。你看看这几个玩法他好玩吗，有这功夫你不如往里写点好看的剧情。这第三扇门，这局外演绎，这雨中悬想拉着我坐牢啊，还有上个版本的。我什么节奏都扛过来了，也没有说退游。这两版本给我干沉默了，奖励越来越敷衍，打的东西越来越多。真的求你了，好好做剧情，不要脑袋一热搞个高血压的玩法让我坐牢了。我开服玩到现在不容易[EMOJI][EMOJI] [NUM]，[NUM]，[NUM]深蓝你醒醒吧，别塞坐牢关卡了。每个版本拖我上来坐牢。知道的以为我是老玩家，不知道以为我是牢玩家。角色越出越强，我曲娘满命没一年就变仓管等狂想了。你要推新角色也不能这么搞啊。剧情塑造好我也买账啊？ 越来越离谱了，迷思[NUM]是什么玩意。,5,重返未来1999,1
29298,5.0,[EMOJI][EMOJI]抽卡体验 我这个号算是非常欧的，目前，[NUM]级也已经有了大部分六星角色 [EMOJI][EMOJI]可玩性： 对于我来说，它作为一款副游我不在意可玩性，如果喜欢可玩性好的人的话，那[NUM]的可玩性就是算差的（我有四个号，两个[NUM]多级两个[NUM]多级，每天就上线八九分钟就已经足够了） [EMOJI][EMOJI]画面音乐 九的画风我是很喜欢的 [EMOJI][EMOJI]运营服务： 喜欢装死，不太听劝 [EMOJI] [EMOJI] 建议： 虽然说我比较喜欢女角色，但是除了女角色有点太多了，男角色也要多出一些，以保持游戏的男女平衡性,3,重返未来1999,1
29571,2.0,可玩性在二游里中规中矩没什么缺点也没什么亮点 画面和音乐很优秀，可以说是目前市面上二游的[NUM]D立绘的顶尖水平 抽卡可能我太非了...一言难尽... 最后是[NUM]最引以为傲的英配特色，这个当然很好，但是既然都有英文配音了为什么就不能加上英文字幕呢？像某神和某铁都能调英配和英字，为什么以英文为特色的[NUM]不可以呢？就算不要中英双字，只要中字或英字都可以啊。这是我个人最不满意的点，希望可以改进。,3,重返未来1999,1
29173,5.0,玩你游就是看美工和剧情的，玩法都不在乎了，能不能找个稍微有点能力的编剧来写写剧情，不是文案写的绕口就叫高级，文字运用高级不代表剧情优秀，这[NUM]。[NUM]写的什么玩意，有时间练拽文字的能力不如学学剧情怎么构造吧，剧情终究还是内核，优美的文字配上逻辑混乱的剧情只能是金玉其外。下个版本剧情再拉就要给一星了。 [NUM]。[NUM]。这迷思海是人打的啊 [NUM]。[NUM]。[NUM]抽满塑梁月后，[NUM]抽一塑虚构集加歪了个j，有大保底了，最近运气很好，阿莱夫本来就要跳，可以,8,重返未来1999,1
29734,5.0,最近几个版本美术发挥真好，就是你强度迭代真的快，以及你游将迎接一年四限你不打算多送点？我拿头抽年限周年限联动限巡游限？ 被牙仙的皮肤建模和特效丑到了，尤其是特效。真的敷衍你上点心吧。全新特效就指你换了个颜色吗？那个背景你是一点都不换呀，这个贴图你都懒得换。瞬间感觉[NUM]。[NUM]充的不值了，但是我还是要说下版本比较优秀（皮肤）的话，或许我还能调理的回来。新年版本在拉坨大的就过分了，新年版本别拉了，浅红组上点心[NUM]块皮肤就这 最最最最最最新更:策划已具人形，爱来自[NUM]真的蒸蒸日上了[NUM]分！！ 新更：有哥们的童年被奥拉星割了就别往[NUM]里充钱，都一个策划周剑，他一个人三款游戏奥拉星食物语，还有[NUM]。前俩游戏都成啥样了，不用我多说吧。直接说[NUM] 三测苏芙比未锈铠强度起飞，[NUM]。[NUM]号公测当天宣布苏芙比未锈铠连池up，同时大砍二者强度。利用信息差...,29,重返未来1999,1
29747,1.0,贵司的抽卡系统怕不是拿 Excel 随机函数写的代码？保底机制堪称[NUM]世纪赛博诈骗，每次金光一闪老子血压直接拉满！你们数值策划是嗑了金坷垃还是咋的？新角色战力曲线比特么比特币 K 线还刺激，三个月前氪穿的 SSR 现在连看仓库都嫌占内存！ 看看这韭菜田种得比中东石油井还勤快，[NUM]砸下去连个水花都听不见，保底机制简直就是在棺材里伸手死要钱！贵司策划团队是刚读完《论资本的每一个毛孔》就来上岗了是吧？每次版本更新都精准踩在通货膨胀最猛的节点，这数值膨胀速度建议直接申遗&#[NUM];当代庞氏骗局非物质文化遗产&#[NUM];！ 反馈客服就像在跟 AI 复读机对线，除了&#[NUM];会提交给技术部门&#[NUM];还会说人话吗？建议深蓝策划集体报班学学《概率论与数理统计》，别天天搁那儿用脚填数值！隔壁电子厂流水线都没你们产能高，新角色出得比美团外卖还快，平衡性调整做得比豆腐渣工程还糙...,14,重返未来1999,1
36347,5.0,好玩，不过我是一个国际服的玩家，国服环境好像听说挺差的 ，国际服的话推荐找个好友一起来玩，单人的话可能会有点孤独,1,泰拉瑞亚,6
29103,4.0,最近这几个版本我也挺感慨的，到底是什么东西变了呢？感觉这个游戏好像不像我一开始是认识的那个[NUM]了 其实本质上这个游戏没有什么改变的，你们看我之前的评价就知道了，一是跟现在对比起来，我总感觉有什么东西变了 从一开始时，我是因为她的美术风格入坑的，里面的很多东西我都很喜欢，一开始的那几章剧情在我的心中，真的觉得他们是后劲很大的，那一段时间过完剧情之后总是闷闷不乐，无法释怀 就从一开始的风格是那种很强烈的复古风，很有年代感和那种时代的厚重感，但现在我觉得它的剧情是越来越神奇了？角色和一些新的材料之类的名字，好像渐渐的失去了一开始给我的那种厚重感，反倒变得有点奇怪，好像现在的那些二游里面自己杜撰的材料名称，再也找不到莱茵黄金的那种，看一眼就能让我想好多东西的名字了 渐渐的，我发现自己好像玩的有点力不从心了，深蓝的数值膨胀实在是太快了，三体人一个接一个，我是一个零氪，从一开始的XP抽卡，我是从...,141,重返未来1999,1
29900,2.0,我的天呐，你那个活动是活动吗？就给玩家端上来了？！ 天呐，我只是打个活动，不是去地狱[NUM]层吗？！！ 真是太神奇了，一局游戏里居然能卡这么两个bug 第一个bug [NUM]秒变如来，[NUM]死了？不从[NUM]的技能来看，[NUM]还活着，然后[NUM]的技能突然一下变成了两块同级磁铁（两个一级技能合成了二级技能，又分开了，又合起来了，又分开了，又合起来了，又分开了，又合起来了不知道的，还以为是狗血小说男女主哈）深蓝，你有头绪吗？！ 第二个bug，天使娜娜大招放不出来，哦，天呐！天使娜娜大招如放！一个如来一个如放，一局游戏里竟有如此两大真神，深蓝，你有头绪吗？！天使娜娜的大招点击后自动切换为随机旁边的小技能，天呐！好像我一有活就摸鱼的同学啊，我不是放寒假了吗？怎么又给我拉到学校里来了？！甚至那个红色的剑的那张牌，他原本不算技能，所以说不占行动点的，在这个bug里他都算是占行动点的了...,3,重返未来1999,1
